Type,Post Date,Description,Amount,Check or Slip #
DEBIT,06/04/2015,"Online Transfer to  CHK ...0806 transaction#: 4643073091 06/04",-1700.00,
DEBIT,06/04/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,06/03/2015,"UPWORK**BAL-31MAY 650-8534100 CA             06/01",-70.00,
DEBIT,06/03/2015,"GOOGLE *SVCSAPPS_AUS CC@GOOGLE.COM CA        06/02",-15.00,
DEBIT,06/03/2015,"Beyond Hosting, LLC 513-299-7108 OH          06/02",-64.99,
DEBIT,06/03/2015,"VENTRA ACCOUNT CHICAGO IL                    06/02",-4.50,
DEBIT,06/02/2015,"VENTRA ACCOUNT CHICAGO IL                    06/01",-4.50,
DEBIT,06/02/2015,"SOUTH BRANCH CHICAGO IL                      06/01",-15.51,
DEBIT,06/02/2015,"PAYPAL           INST XFER  IPCREDIT        WEB ID: PAYPALSI77",-967.00,
DEBIT,06/02/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-261.41,
DEBIT,06/02/2015,"AUTHNET GATEWAY  BILLING    38309901        CCD ID: 1870568569",-10.00,
DEBIT,06/02/2015,"INSIGHTLY CRM 800-853-1438 CA                06/01",-9.00,
DEBIT,06/01/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            05/28",-25.99,
DEBIT,06/01/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            05/28",-47.00,
DEBIT,06/01/2015,"VENTRA ACCOUNT CHICAGO IL                    05/29",-4.50,
DEBIT,06/01/2015,"SURVIVALLIFE.COM 512-3663332 TX              05/30",-19.95,
DEBIT,06/01/2015,"VENTRA ACCOUNT CHICAGO IL                    05/30",-2.25,
DEBIT,06/01/2015,"POLLSTAR 559-2717900 CA                      05/31",-399.00,
DEBIT,06/01/2015,"INFUSIONSOFT 866-8000004 AZ                  05/30",-299.00,
DEBIT,06/01/2015,"PAYPAL           INST XFER  BILLYWLUW       WEB ID: PAYPALSI77",-100.00,
DEBIT,06/01/2015,"INSTAPAGE 415-409-8196 CA                    05/30",-79.00,
DEBIT,05/29/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            05/27",-20.02,
DEBIT,05/29/2015,"IN *GRIND 646-5583250 NY                     05/28",-35.00,
DEBIT,05/29/2015,"VENTRA ACCOUNT CHICAGO IL                    05/28",-2.25,
DEBIT,05/29/2015,"RAMEN-SAN CHICAGO IL                         05/28",-23.00,
DEBIT,05/28/2015,"VENTRA ACCOUNT CHICAGO IL                    05/27",-2.25,
DEBIT,05/28/2015,"BUZZSUMO LIMITED IAT PAYPAL J222224USFL5C   WEB ID: 770510487C",-948.00,
DEBIT,05/27/2015,"UPWORK**BAL-24MAY 650-8534100 CA             05/25",-26.67,
DEBIT,05/27/2015,"VENTRA ACCOUNT CHICAGO IL                    05/26",-4.50,
DEBIT,05/27/2015,"STEPHANIE OLSEN  IAT PAYPAL 47F228TTNJW6N   WEB ID: 770510487C",-660.00,
CREDIT,05/26/2015,"ATM CHECK DEPOSIT 05/26 2 N LA SALLE ST CHICAGO IL",2500.00,
DEBIT,05/26/2015,"WPCHRG.COM 8772733049 CA                     05/23",-5.00,
DEBIT,05/26/2015,"MAJESTICSEO.COM BIRMINGHAM                   05/22",-49.99,
DEBIT,05/26/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            05/22",-38.50,
DEBIT,05/26/2015,"VENTRA ACCOUNT CHICAGO IL                    05/22",-2.25,
DEBIT,05/26/2015,"Chase QuickPay Electronic Transfer 4622826405 to Eric",-780.00,
DEBIT,05/26/2015,"Chase QuickPay Electronic Transfer 4651486720 to Eric",-594.75,
DEBIT,05/26/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        05/25",-28.92,
DEBIT,05/26/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        05/25",-21.24,
DEBIT,05/26/2015,"WUFOO.COM/CHARGE 813-4213676 CA              05/22",-14.95,
DEBIT,05/26/2015,"UBER 866-576-1039 CA                         05/23",-13.87,
DEBIT,05/26/2015,"UBER 866-576-1039 CA                         05/23",-13.69,
DEBIT,05/26/2015,"DTELEPATHY FILAMENTPR 619-225-6220 CA        05/24",-9.00,
DEBIT,05/26/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,05/22/2015,"COGI, INC. 805-6244374 CA                    05/21",-11.46,
DEBIT,05/22/2015,"VENTRA ACCOUNT CHICAGO IL                    05/21",-4.50,
DEBIT,05/22/2015,"SOUTH BRANCH CHICAGO IL                      05/21",-14.59,
DEBIT,05/22/2015,"FEDEXOFFICE   00045294 CHICAGO IL            05/21",-27.57,
DEBIT,05/22/2015,"Chase QuickPay Electronic Transfer 4617434077 to Josh",-780.00,
DEBIT,05/22/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.37,
CREDIT,05/21/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
CREDIT,05/21/2015,"MERCHANT SERVICE SETTLEMENT 000271503371566 CCD ID: 9000477917",2864.60,
DEBIT,05/21/2015,"VENTRA ACCOUNT CHICAGO IL                    05/20",-5.00,
DEBIT,05/21/2015,"VENTRA ACCOUNT CHICAGO IL                    05/20",-1.75,
DEBIT,05/21/2015,"Online Transfer to  CHK ...0806 transaction#: 4615499428 05/21",-1700.00,
DEBIT,05/21/2015,"WPENGINE.COM 877-973-6446 TX                 05/20",-272.70,
DEBIT,05/20/2015,"VENTRA ACCOUNT CHICAGO IL                    05/19",-2.25,
DEBIT,05/20/2015,"ENVATO PTY LTD   IAT PAYPAL J222224T7QS8Q   WEB ID: 770510487C",-60.00,
DEBIT,05/20/2015,"ZAPIER.COM 877-381-8743 CA                   05/19",-15.00,
DEBIT,05/20/2015,"Spotify USA 877-778-1161 NY                  05/19",-9.99,
DEBIT,05/19/2015,"KAJABI LLC 855-4525224 CA                    05/17",-9.97,
DEBIT,05/19/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",-3074.70,
CREDIT,05/18/2015,"ATM CHECK DEPOSIT 05/18 800 MADISON ST OAK PARK IL",3000.00,
DEBIT,05/18/2015,"SAIGON PHO & CAFE CORP FOREST PARK IL        05/15",-49.80,
DEBIT,05/18/2015,"DIGITAL MARKETING WWW.EZS3.COM               05/16",-20.00,
DEBIT,05/18/2015,"HIGH DIVE CHICAGO IL                         05/17",-57.00,
DEBIT,05/18/2015,"BKCD PROCESSING  BKCD CRGBK 271503371566    CCD ID: 9000477845",-7000.00,
DEBIT,05/18/2015,"PAYPAL           INST XFER  MATTDEWINE      WEB ID: PAYPALSI77",-400.00,
DEBIT,05/18/2015,"UBER 866-576-1039 CA                         05/17",-21.12,
DEBIT,05/18/2015,"UBER 866-576-1039 CA                         05/15",-16.79,
DEBIT,05/18/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        05/18",-13.88,
DEBIT,05/18/2015,"UBER 866-576-1039 CA                         05/17",-12.10,
DEBIT,05/18/2015,"UBER 866-576-1039 CA                         05/17",-9.37,
DEBIT,05/18/2015,"UBER 866-576-1039 CA                         05/15",-7.54,
DEBIT,05/18/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,05/15/2015,"FIX YOUR FUNNEL 760-5667672 UT               05/13",-59.00,
DEBIT,05/15/2015,"WPCHRG.COM 8772733049 CA                     05/14",-5.00,
DEBIT,05/15/2015,"MINCE TUTING     IAT PAYPAL J222224S2RRD4   WEB ID: 770510487C",-650.00,
DEBIT,05/15/2015,"UBER 866-576-1039 CA                         05/14",-12.08,
DEBIT,05/14/2015,"BAR TAKITO CHICAGO IL                        05/13",-16.26,
DEBIT,05/14/2015,"VENTRA ACCOUNT CHICAGO IL                    05/13",-4.50,
DEBIT,05/14/2015,"RANDOLPH TAVERN CHICAGO IL                   05/13",-20.68,
DEBIT,05/14/2015,"Chase QuickPay Electronic Transfer 4592183986 to Eric",-780.00,
DEBIT,05/14/2015,"YESWARE - 855-937-927 855-937-9273 MA        05/13",-25.00,
DEBIT,05/14/2015,"DreamHost  dh-fee.com 877-8294070 CA         05/13",-21.90,
DEBIT,05/14/2015,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-15.17,
DEBIT,05/13/2015,"UPWORK**BAL-10MAY 650-8534100 CA             05/11",-136.67,
DEBIT,05/13/2015,"VENTRA ACCOUNT CHICAGO IL                    05/12",-4.50,
DEBIT,05/13/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        05/12",-6.81,
DEBIT,05/13/2015,"PAYPAL           INST XFER  AKSMT.COM       WEB ID: PAYPALSI77",-5.00,
DEBIT,05/12/2015,"TWEEPI 00000000                              05/11",-7.49,
DEBIT,05/12/2015,"VENTRA ACCOUNT CHICAGO IL                    05/11",-4.50,
DEBIT,05/12/2015,"STEPHANIE OLSEN  IAT PAYPAL J222224RGFUN4   WEB ID: 770510487C",-660.00,
DEBIT,05/12/2015,"BITESIZE PR 312-5505716 IL                   05/10",-89.00,
DEBIT,05/12/2015,"FS *ahrefs.com 877-3278914 CA                05/11",-79.00,
DEBIT,05/11/2015,"LA COLOMBE RANDOLPH CHICAGO IL               05/08",-7.50,
DEBIT,05/11/2015,"VENTRA ACCOUNT CHICAGO IL                    05/08",-2.25,
DEBIT,05/11/2015,"THE KINDERHOOK TAP OAK PARK IL               05/08",-77.29,
DEBIT,05/11/2015,"Beyond Hosting, LLC 513-299-7108 OH          05/09",-56.97,
DEBIT,05/11/2015,"UBER 866-576-1039 CA                         05/08",-13.01,
DEBIT,05/11/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        05/09",-11.72,
DEBIT,05/11/2015,"BUFFER 415-539-0176 CA                       05/09",-10.00,
CREDIT,05/08/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",6069.50,
DEBIT,05/08/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        05/07",-41.31,
DEBIT,05/08/2015,"IN *GRIND 646-5583250 NY                     05/07",-375.00,
DEBIT,05/08/2015,"AVANGATE*AWRCLOUD.COM AMSTERDAM              05/07",-199.00,
DEBIT,05/08/2015,"Chase QuickPay Electronic Transfer 4586645122 to Josh",-780.00,
CREDIT,05/07/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",25.29,
DEBIT,05/07/2015,"GOOGLE *SVCSAPPS_AUS CC@GOOGLE.COM CA        05/06",-15.00,
DEBIT,05/07/2015,"WWW SEMRUSH COM 855-814-4510 VA              05/04",-69.95,
DEBIT,05/07/2015,"WPCHRG.COM 8772733049 CA                     05/06",-35.00,
DEBIT,05/07/2015,"Online Transfer to  CHK ...0806 transaction#: 4584952911 05/07",-1700.00,
CREDIT,05/06/2015,"ATM CHECK DEPOSIT 05/06 2 N LA SALLE ST CHICAGO IL",4000.00,
CREDIT,05/06/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",12.65,
DEBIT,05/06/2015,"ODESK*ELANCE*BAL-03MAY 650-8534100 CA        05/04",-66.67,
DEBIT,05/06/2015,"EDDYS 1839 COUNCIL BLUFF IA                  05/05",-21.68,
DEBIT,05/06/2015,"MIDTOWN MOTEL MINDEN IA                      05/04",-52.50,
DEBIT,05/06/2015,"Beyond Hosting, LLC 513-299-7108 OH          05/05",-15.00,
DEBIT,05/06/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        05/05",-5.00,
DEBIT,05/06/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        05/06",-1.99,
CHECK,05/06/2015,"CHECK 195 ",-75.00,195
DEBIT,05/06/2015,"TENDINC.COM 800-276-5335 IL                  05/02",-50.00,
DEBIT,05/06/2015,"GOOGLE*SVCS      APPS_EPICP 7866004         CCD ID: 0000854521",-39.00,
DEBIT,05/06/2015,"TOOFR.COM 213-373-1994 CA                    05/05",-20.00,
DEBIT,05/06/2015,"CUE SOCIAL LLC 330-552-8283 OH               05/05",-9.00,
CREDIT,05/05/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",8782.70,
DEBIT,05/05/2015,"CENEX CUBBY S 07078793 GOTHENBURG NE         05/04",-23.63,
DEBIT,05/05/2015,"PILOT Walcott IA                             05/05",-19.23,
DEBIT,05/05/2015,"GOTOCITRIX.COM 855-837-1750 CA               05/05",-79.20,
DEBIT,05/04/2015,"AMPCO PARKING MIDTOWN C OMAHA NE             04/30",-6.00,
DEBIT,05/04/2015,"CENEX CRVS STO07038185 STERLING CO           04/30",-18.10,
DEBIT,05/04/2015,"EXPAND2WEB 4083354089 CA                     05/01",-29.95,
DEBIT,05/04/2015,"HIGHLANDS WELLNESS CENT DENVER CO            05/01",-185.50,
DEBIT,05/04/2015,"Beyond Hosting, LLC 513-299-7108 OH          05/02",-64.99,
DEBIT,05/04/2015,"DUNKIN #352324       Q WESTMINSTER CO        05/02",-17.33,
DEBIT,05/04/2015,"287 LIQUOR MARKET BROOMFIELD CO              05/02",-30.27,
DEBIT,05/04/2015,"CORNER STORE 1180 WESTMINISTER CO    004180  05/04",-23.77,
DEBIT,05/04/2015,"Online Transfer to CHK ...0806 transaction#: 4610092715 05/04",-200.00,
DEBIT,05/04/2015,"PAYPAL           INST XFER  IPCREDIT        WEB ID: PAYPALSI77",-850.00,
DEBIT,05/04/2015,"INFUSIONSOFT 866-8000004 AZ                  04/30",-299.00,
DEBIT,05/04/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-158.21,
DEBIT,05/04/2015,"MDDHOSTING.COM 866-758-4678 IN               05/01",-25.00,
DEBIT,05/04/2015,"AUTHNET GATEWAY  BILLING    37883245        CCD ID: 1870568569",-10.00,
DEBIT,05/04/2015,"INSIGHTLY CRM 800-853-1438 CA                05/01",-9.00,
DEBIT,05/01/2015,"ELEMENT OMAHA @MIDTWN C OMAHA NE             04/29",-10.17,
DEBIT,05/01/2015,"SURVIVALLIFE.COM 512-366-3332 TX             04/30",-19.95,
DEBIT,05/01/2015,"INSTAPAGE 415-409-8196 CA                    04/30",-79.00,
DEBIT,04/30/2015,"EXXONMOBIL    97555130 DEKALB IL             04/29",-20.89,
DEBIT,04/30/2015,"STARBUCKS IL-T21751540 DEKALB IL             04/29",-7.70,
DEBIT,04/30/2015,"CASEYS GEN STORE 2654 STUART IA              04/29",-26.28,
DEBIT,04/30/2015,"PILOT Elm Creek NE                           04/30",-24.56,
DEBIT,04/30/2015,"PAYPAL           INST XFER  UNLAWFULA       WEB ID: PAYPALSI77",-100.00,
DEBIT,04/29/2015,"ODESK*ELANCE*BAL-26APR 650-8534100 CA        04/27",-146.67,
DEBIT,04/29/2015,"RANDOLPH TAVERN CHICAGO IL                   04/28",-19.86,
DEBIT,04/29/2015,"STEPHANIE OLSEN  IAT PAYPAL J222224NH3ZBG   WEB ID: 770510487C",-660.00,
DEBIT,04/29/2015,"PAYPAL           INST XFER  REVSCIENCE      WEB ID: PAYPALSI77",-147.00,
DEBIT,04/28/2015,"PAYPAL           INST XFER  ENGLISHCONF     WEB ID: PAYPALSI77",-1014.00,
DEBIT,04/27/2015,"HOOTSUITE MEDIA INC. 778-588-9767 CA         04/24",-9.99,
DEBIT,04/27/2015,"Chase QuickPay Electronic Transfer 4564839048 to Eric",-680.00,
DEBIT,04/27/2015,"Chase QuickPay Electronic Transfer 4592549873 to Josh",-200.00,
DEBIT,04/27/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        04/25",-21.24,
DEBIT,04/27/2015,"DTELEPATHY FILAMENTPR 619-225-6220 CA        04/24",-9.00,
DEBIT,04/24/2015,"HOOTSUITE MEDIA INC. 778-588-9767 CA         04/23",-9.99,
DEBIT,04/24/2015,"WPCHRG.COM 8772733049 CA                     04/23",-5.00,
DEBIT,04/24/2015,"TECALITLAN RESTAURANT I CHICAGO IL           04/23",-63.91,
DEBIT,04/24/2015,"Chase QuickPay Electronic Transfer 4559780911 to Josh",-780.00,
DEBIT,04/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   04/22",-49.99,
DEBIT,04/23/2015,"MARIANOS FRESH00085274 CHICAGO IL            04/22",-26.68,
DEBIT,04/23/2015,"Online Transfer to  CHK ...0806 transaction#: 4557523094 04/23",-1700.00,
DEBIT,04/23/2015,"PAYPAL           INST XFER  MATTDEWINE      WEB ID: PAYPALSI77",-790.00,
DEBIT,04/23/2015,"PAYPAL           INST XFER  MEGLUVSU        WEB ID: PAYPALSI77",-260.00,
DEBIT,04/23/2015,"PAYPAL           INST XFER  NMALCZAN        WEB ID: PAYPALSI77",-260.00,
DEBIT,04/23/2015,"SIMON MCALLISTER IAT PAYPAL J222224M7JAZC   WEB ID: 770510487C",-260.00,
DEBIT,04/23/2015,"PAYPAL           INST XFER  PETERHFFERR     WEB ID: PAYPALSI77",-150.00,
DEBIT,04/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              04/22",-14.95,
DEBIT,04/22/2015,"ODESK*ELANCE*BAL-19APR 650-8534100 CA        04/20",-180.00,
DEBIT,04/22/2015,"BUFFALO WILD WINGS 0330 BERWYN IL            04/20",-14.18,
DEBIT,04/22/2015,"COGI, INC. 805-6244374 CA                    04/21",-4.95,
DEBIT,04/22/2015,"VENTRA ACCOUNT CHICAGO IL                    04/21",-2.25,
DEBIT,04/22/2015,"RANDOLPH TAVERN CHICAGO IL                   04/21",-30.31,
DEBIT,04/22/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.30,
DEBIT,04/22/2015,"ENVATO PTY LTD   IAT PAYPAL J222224M2RYMG   WEB ID: 770510487C",-26.00,
CREDIT,04/21/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",1910.40,
DEBIT,04/21/2015,"WPENGINE.COM 877-973-6446 TX                 04/20",-104.97,
DEBIT,04/20/2015,"GOOGLE *ADWS25445007 CC@GOOGLE.COM CA        04/17",-16.38,
DEBIT,04/20/2015,"SEOMOZ 855-894-7355 WA                       04/18",-249.00,
DEBIT,04/20/2015,"KAJABI LLC 855-4525224 CA                    04/17",-9.97,
DEBIT,04/20/2015,"VENTRA ACCOUNT CHICAGO IL                    04/17",-2.25,
DEBIT,04/20/2015,"BUZZSUMO.COM BUZZSUM +447525626908           04/17",-99.00,
DEBIT,04/20/2015,"TECALITLAN RESTAURANT I CHICAGO IL           04/17",-119.37,
DEBIT,04/20/2015,"WHOLEFDS KBS 102 1550 Chicago IL             04/18 Purchase $23.94 Cash Back $40.00",-63.94,
DEBIT,04/20/2015,"PIECE OUT CHICAGO IL                         04/18",-86.95,
DEBIT,04/20/2015,"WHOLEFDS KBS 10252 CHICAGO IL                04/18",-50.18,
DEBIT,04/20/2015,"MINCE TUTING     IAT PAYPAL J222224L6XVMY   WEB ID: 770510487C",-650.00,
DEBIT,04/20/2015,"PAYPAL           INST XFER  CITATIONLAB     WEB ID: PAYPALSI77",-47.00,
DEBIT,04/20/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/19",-18.06,
DEBIT,04/20/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/20",-16.44,
DEBIT,04/20/2015,"ZAPIER.COM 877-381-8743 CA                   04/19",-15.00,
DEBIT,04/20/2015,"Spotify USA 877-778-1161 NY                  04/19",-9.99,
DEBIT,04/20/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,04/17/2015,"DIGITAL MARKETING WWW.EZS3.COM               04/16",-20.00,
CREDIT,04/16/2015,"ATM CHECK DEPOSIT 04/16 800 MADISON ST OAK PARK IL",2440.00,
DEBIT,04/16/2015,"THE SMOKE DADDY CHICAGO IL                   04/15",-34.25,
DEBIT,04/16/2015,"UBER 866-576-1039 CA                         04/15",-10.86,
DEBIT,04/16/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
CREDIT,04/15/2015,"Online Transfer from SAV ...5998 transaction#: 4569464955",7514.00,
DEBIT,04/15/2015,"FIX YOUR FUNNEL 760-5667672 UT               04/13",-59.00,
DEBIT,04/15/2015,"WPCHRG.COM 8772733049 CA                     04/14",-5.00,
DEBIT,04/15/2015,"ODESK*ELANCE*BAL-12APR 650-8534100 CA        04/13",-385.55,
DEBIT,04/15/2015,"Dropbox*25262YRWSDTB db.tt/cchelp CA         04/14",-99.00,
DEBIT,04/15/2015,"IRS              USATAXPYMT                 PPD ID: 3387702000",-6239.00,
DEBIT,04/15/2015,"IL DEPT OF REVEN EDI PYMNTS 15IEF000218991  WEB ID: 5555566257",-1275.00,
DEBIT,04/15/2015,"STEPHANIE OLSEN  IAT PAYPAL J222224KJ4JRW   WEB ID: 770510487C",-660.00,
DEBIT,04/15/2015,"PAYPAL           INST XFER  THURSDAYINJ     WEB ID: PAYPALSI77",-100.00,
DEBIT,04/15/2015,"MIHAI PETRE      IAT PAYPAL J222224KK4JFA   WEB ID: 770510487C",-65.00,
DEBIT,04/15/2015,"SIMON MCALLISTER IAT PAYPAL J222224KK4SBL   WEB ID: 770510487C",-65.00,
DEBIT,04/15/2015,"CREATIVEMARKET.COM 415-356-3291 CA           04/14",-39.00,
DEBIT,04/15/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/15",-20.65,
CREDIT,04/14/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,04/14/2015,"DreamHost  dh-fee.com 877-8294070 CA         04/13",-33.85,
DEBIT,04/14/2015,"YESWARE - 855-937-927 855-937-9273 MA        04/13",-25.00,
DEBIT,04/13/2015,"TWEEPI 00000000                              04/11",-7.49,
DEBIT,04/13/2015,"VENTRA ACCOUNT CHICAGO IL                    04/10",-5.00,
DEBIT,04/13/2015,"VENTRA ACCOUNT CHICAGO IL                    04/10",-1.75,
DEBIT,04/13/2015,"OSTERIA LANGHE CHICAGO IL                    04/11",-147.31,
DEBIT,04/13/2015,"Chase QuickPay Electronic Transfer 4534903053 to Eric",-680.00,
DEBIT,04/13/2015,"BITESIZE PR 312-5505716 IL                   04/10",-89.00,
DEBIT,04/13/2015,"FS *ahrefs.com 877-3278914 CA                04/11",-79.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  TEBONEGILBE     WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  MEGLUVSU        WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  NIDARASHEED     WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  MEREAIAGER      WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  EATSLEEPTRA     WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  NMALCZAN        WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  GOLANPR         WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  THRIFTYCHIC     WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  ERIKNEILSON     WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"PAYPAL           INST XFER  47F228QYR6W94   WEB ID: PAYPALSI77",-65.00,
DEBIT,04/13/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/12",-16.47,
DEBIT,04/13/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/11",-15.08,
DEBIT,04/13/2015,"PRIVAX LTD       IAT PAYPAL J222224JMSCBS   WEB ID: 770510487C",-11.52,
DEBIT,04/13/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/11",-8.63,
DEBIT,04/13/2015,"PAYPAL           INST XFER  AKSMT.COM       WEB ID: PAYPALSI77",-5.00,
DEBIT,04/10/2015,"MIDWEST BUY AND SEL 7735452020 IL            04/09",-26.22,
DEBIT,04/10/2015,"VENTRA ACCOUNT CHICAGO IL                    04/09",-2.25,
DEBIT,04/10/2015,"Chase QuickPay Electronic Transfer 4529502406 to Josh",-780.00,
DEBIT,04/10/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/10",-11.75,
DEBIT,04/10/2015,"BUFFER 415-539-0176 CA                       04/09",-10.00,
CREDIT,04/09/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,04/09/2015,"VENTRA ACCOUNT CHICAGO IL                    04/08",-2.25,
DEBIT,04/09/2015,"SIMPLY THALIA CHICAGO IL                     04/08",-20.66,
DEBIT,04/09/2015,"PAYPAL *D4COMMUNICA 402-935-7733 CA          04/08",-50.00,
DEBIT,04/09/2015,"Online Transfer to  CHK ...0806 transaction#: 4527900898 04/09",-1500.00,
DEBIT,04/09/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/09",-16.82,
CREDIT,04/08/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",3144.20,
DEBIT,04/08/2015,"ODESK*ELANCE*BAL-05APR 650-8534100 CA        04/06",-180.00,
DEBIT,04/08/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        04/07",-41.31,
DEBIT,04/08/2015,"IN *GRIND 646-5583250 NY                     04/07",-375.00,
DEBIT,04/08/2015,"AVANGATE*AWRCLOUD.COM AMSTERDAM              04/07",-199.00,
DEBIT,04/08/2015,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/08",-429.99,
CREDIT,04/07/2015,"ATM CHECK DEPOSIT 04/07 2 N LA SALLE ST CHICAGO IL",6500.00,
CREDIT,04/07/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",25.29,
CREDIT,04/07/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",12.65,
DEBIT,04/07/2015,"www.semrush.com LONDON                       04/05",-69.95,
DEBIT,04/07/2015,"WPCHRG.COM 8772733049 CA                     04/06",-35.00,
DEBIT,04/07/2015,"Beyond Hosting, LLC 513-299-7108 OH          04/06",-56.97,
DEBIT,04/07/2015,"WIRE TRANSFER VIA: FNB OMAHA/104000016 A/C: TD AMERITRADE CLEARING, INC REF: FOR FURTHER CREDIT TO: CASEY MEEHANSEP IRA TD AMERITRADE CLEARING, CU STODIAN-ACCOUNT TYPE: SEP IRA-ACCOU NT NUMBER: 868043212/TIME/08:02 IMAD: 0407B1QGC01C001104 TRN: 4995600096ES 04/07",-5000.00,
DEBIT,04/07/2015,"Online Transfer to SAV ...5998 transaction#: 4553967002 04/07",-8500.00,
DEBIT,04/07/2015,"MDDHOSTING.COM 866-758-4678 IN               04/06",-19.95,
DEBIT,04/07/2015,"UBER 866-576-1039 CA                         04/06",-15.28,
DEBIT,04/07/2015,"PAYPAL           INST XFER  ANGIES LIST     WEB ID: PAYPALSI77",-3.75,
DEBIT,04/07/2015,"OUTGOING DOMESTIC WIRE FEE",-30.00,
CREDIT,04/06/2015,"Transfer from SAV XXXXXX5998",5030.00,
DEBIT,04/06/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        04/03",-5.00,
DEBIT,04/06/2015,"RIVER ROAST   52646106 CHICAGO IL            04/03",-63.94,
DEBIT,04/06/2015,"RANDOLPH TAVERN CHICAGO IL                   04/03",-19.47,
DEBIT,04/06/2015,"VENTRA ACCOUNT CHICAGO IL                    04/03",-2.25,
DEBIT,04/06/2015,"Beyond Hosting, LLC 513-299-7108 OH          04/04",-15.00,
DEBIT,04/06/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        04/06",-1.99,
